date,team1,score1,team2,score2,forfeit,overtime
2026-09-10,Center,,Ruskin,,False,False
2026-09-10,Christian Fellowship Sr. with Hallsville,,Sacred Heart,,False,False
2026-09-10,St. Pius X (Festus),,Saxony Lutheran with St. Vincent,,False,False
2026-09-10,Parkway North,,Seckman,,False,False
2026-09-10,Eugene,,Southern Boone,,False,False
2026-09-10,Holt,,St. Charles West,,False,False
2026-09-10,Ft. Zumwalt South,,Timberland,,False,False
2026-09-10,Lutheran South,,Veritas Christian Academy,,False,False
2026-09-10,Oakville,,Vianney,,False,False
2026-09-10,St. Michael the Archangel,,Warrensburg,,False,False
2026-09-10,Carl Junction,,Webb City,,False,False
2026-09-10,Fair Grove,,West Plains,,False,False
2026-09-10,Hillcrest,,Willard,,False,False
2026-09-10,Festus,,Windsor (Imperial),,False,False
2026-09-11,Fair Grove,,Aurora,,False,False
2026-09-11,Principia,,Bayless,,False,False
2026-09-11,Sikeston,,Bishop DuBourg,,False,False
2026-09-11,Gateway with Soldan International Studies,,Brentwood,,False,False
2026-09-11,Paseo Academy,,Calvary Lutheran,,False,False
